City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Mandalgovi,MN,45.7625,106.2708,35.44,46,77,21.54,broken clouds
349,Dunda,TZ,-8.1167,34.25,64.67,94,100,1.07,light rain
350,Mehamn,NO,71.0357,27.8492,28.31,86,75,17.27,light snow
351,Gondanglegi,ID,-7.7479,112.0132,75.85,92,100,1.99,overcast clouds
352,Tiznit,MA,29.5833,-9.5,53.28,79,91,13.8,overcast clouds
353,Ilhabela,BR,-23.7781,-45.3581,76.95,74,39,12.15,scattered clouds
354,Acobamba,PE,-11.3525,-75.6594,66.11,58,72,9.51,broken clouds
355,Komsomolskiy,UZ,40.4272,71.7189,41.72,81,100,6.91,overcast clouds
356,Lebu,CL,-37.6167,-73.65,58.1,56,3,15.12,clear sky
357,Acajutla,SV,13.5928,-89.8275,86.56,59,100,10.6,overcast clouds
358,Tonj,SS,7.2737,28.6822,89.92,32,68,3.44,broken clouds
359,Rocha,UY,-34.4833,-54.3333,76.59,64,99,13.47,overcast clouds
360,Tutoia,BR,-2.7619,-42.2744,77.47,92,100,10.18,moderate rain
361,Hay River,CA,60.8156,-115.7999,12.18,73,75,14.97,broken clouds
362,Kulhudhuffushi,MV,6.6221,73.07,82.92,63,0,10.09,clear sky
363,Broome,US,42.2506,-75.833,48.09,41,75,11.5,broken clouds
364,Melbu,NO,68.5044,14.8297,40.78,93,75,9.22,moderate rain
365,Koronowo,PL,53.3137,17.937,48.24,56,7,7.43,clear sky
366,Madimba,TZ,-10.4,40.3333,78.21,89,100,7.11,light rain
367,Kodiak,US,57.79,-152.4072,29.71,100,100,3.44,light snow
368,Port Macquarie,AU,-31.4333,152.9167,67.89,100,75,4.61,broken clouds
369,Iwaki,JP,37.05,140.8833,37.76,92,100,1.99,light snow
370,Gao,ML,16.6362,1.637,88.79,7,90,12.57,overcast clouds
371,Ternate,ID,0.8,127.4,77.94,80,100,6.53,overcast clouds
372,Batamshinskiy,KZ,50.5594,58.2747,25.11,98,100,13.6,overcast clouds
373,Mahebourg,MU,-20.4081,57.7,80.89,83,40,11.5,scattered clouds
374,Barkly West,ZA,-28.5354,24.5215,60.08,87,15,14.99,light rain
375,Baoshan,CN,46.5586,131.4244,22.1,96,83,1.88,broken clouds
376,Harlingen,US,26.1906,-97.6961,73.36,24,0,11.5,clear sky
377,Nedjo,ET,9.5046,35.5019,70.75,22,48,4.79,scattered clouds
378,Datong,CN,40.0936,113.2914,39.6,64,70,2.82,broken clouds
379,Conceicao Do Araguaia,BR,-8.2578,-49.2647,83.32,75,83,4.61,broken clouds
380,Manadhoo,MV,5.7667,73.3833,82.98,65,0,9.73,clear sky
381,Vaitape,PF,-16.5167,-151.75,80.53,74,99,11.97,light rain
382,Gwadar,PK,25.1216,62.3254,76.37,72,0,7.36,clear sky
383,Stornoway,GB,58.2093,-6.3865,52.03,64,0,11.5,clear sky
384,Kahului,US,20.8947,-156.47,75.22,69,40,13.8,scattered clouds
385,Mumford,GH,5.2618,-0.759,82.33,83,4,11.43,clear sky
386,Martil,MA,35.6166,-5.2752,58.96,82,75,4.61,light rain
387,Kavaratti,IN,10.5669,72.642,83.34,66,94,3.31,overcast clouds
388,Sovetskiy,RU,61.3614,63.5842,24.75,93,100,6.02,snow
389,Springdale,US,36.1867,-94.1288,40.73,85,100,18.41,overcast clouds
390,Puerto Cabezas,NI,14.0351,-83.3888,85.96,74,75,6.91,broken clouds
391,Yokadouma,CM,3.5167,15.05,80.49,44,19,0.83,few clouds
392,Hokitika,NZ,-42.7167,170.9667,62.02,87,30,0.43,scattered clouds
393,Mitu,CO,1.1983,-70.1733,86.95,59,96,5.77,overcast clouds
394,Te Anau,NZ,-45.4167,167.7167,55.53,85,100,6.93,overcast clouds
395,Sillod,IN,20.3,75.65,83.43,16,8,2.98,clear sky
396,Vardo,NO,70.3705,31.1107,28.38,80,75,16.11,broken clouds
397,Nouadhibou,MR,20.931,-17.0347,67.98,68,0,21.85,sand
398,Boa Vista,BR,2.8197,-60.6733,87.78,51,100,11.5,overcast clouds
399,Konevo,RU,62.1215,39.3192,23.31,98,76,4.81,broken clouds
400,Khandyga,RU,62.6667,135.6,-14.84,100,100,1.23,overcast clouds
401,Hofn,IS,64.2539,-15.2082,35.62,87,40,9.22,scattered clouds
402,Akdepe,TM,42.0551,59.3788,41.09,57,93,11.5,overcast clouds
403,Bilibino,RU,68.0546,166.4372,0.27,100,100,4.03,overcast clouds
404,Honningsvag,NO,70.9821,25.9704,28.15,74,75,19.57,broken clouds
405,Mafinga,TZ,-7.25,35.0667,67.87,85,100,2.37,light rain
406,Salinopolis,BR,-0.6136,-47.3561,80.94,82,83,11.27,light rain
407,Tynda,RU,55.1667,124.7167,-0.63,99,100,0.65,overcast clouds
408,Eresos,GR,39.1667,25.9333,45.72,65,4,29.28,clear sky
409,Tongzi,CN,28.7829,105.0877,59.56,76,66,2.46,broken clouds
410,Jeremie,HT,18.65,-74.1167,82.49,63,32,5.39,scattered clouds
411,Dongsheng,CN,39.8161,109.9776,41.36,36,100,10.8,overcast clouds
412,College,US,64.8569,-147.8028,9.46,53,48,7.43,scattered clouds
413,Leningradskiy,RU,69.3833,178.4167,3.16,87,100,4.21,overcast clouds
414,Porbandar,IN,21.6422,69.6093,77.11,62,6,11.65,clear sky
415,Iracoubo,GF,5.4802,-53.2011,76.3,91,100,8.9,overcast clouds
416,Avera,US,33.194,-82.5271,74.71,95,100,13.94,overcast clouds
417,Salisbury,GB,51.0693,-1.7957,56.17,44,0,5.75,clear sky
418,Port Blair,IN,11.6667,92.75,78.84,94,40,2.3,mist
419,Corn Island,NI,12.1694,-83.0418,80.89,70,59,14.09,broken clouds
420,Witu,KE,-2.3889,40.4382,79.65,88,23,9.42,few clouds
421,Atocha,BO,-20.9333,-66.2333,64.0,18,0,24.49,clear sky
422,Juegang,CN,32.3174,121.1855,44.91,89,0,7.49,clear sky
423,Labrea,BR,-7.2586,-64.7981,81.3,92,100,3.13,overcast clouds
424,Oistins,BB,13.0667,-59.5333,82.49,65,20,20.71,few clouds
425,Agadez,NE,19.75,10.25,70.03,13,2,5.39,clear sky
426,Luderitz,NA,-26.6481,15.1594,64.72,88,0,11.45,clear sky
427,Ambon,ID,-3.6954,128.1814,75.34,94,40,4.61,scattered clouds
428,Palmer,US,42.1584,-72.3287,49.64,29,75,5.01,broken clouds
429,High Level,CA,58.5169,-117.136,26.71,74,100,13.8,light snow
430,Matara,LK,5.9485,80.5353,78.04,83,28,5.61,scattered clouds
431,Isiro,CD,2.7739,27.616,64.36,98,100,2.86,light rain
432,Goderich,CA,43.7501,-81.7165,40.91,81,100,28.77,overcast clouds
433,Tilichiki,RU,60.4667,166.1,11.05,99,93,0.67,overcast clouds
434,Muravlenko,RU,63.7898,74.523,14.27,96,100,9.1,overcast clouds
435,Landshut,DE,48.5333,12.15,54.66,51,0,1.81,clear sky
436,Mikuni,JP,36.2171,136.1519,40.91,83,100,5.08,overcast clouds
437,Innisfail,AU,-17.5333,146.0333,70.77,87,88,4.05,overcast clouds
438,Carahue,CL,-38.7,-73.1667,58.6,46,69,10.22,broken clouds
439,Esfarayen,IR,37.0765,57.5101,35.26,71,31,3.4,scattered clouds
440,Tonantins,BR,-2.8731,-67.8022,84.33,77,96,3.11,overcast clouds
441,Kaseda,JP,31.4167,130.3167,49.55,76,0,11.23,clear sky
442,Ingham,US,42.6,-84.3833,49.01,91,100,3.44,overcast clouds
443,Mareeba,AU,-17.0,145.4333,67.44,93,100,1.77,overcast clouds
444,Sept-Iles,CA,50.2001,-66.3821,37.92,38,20,16.11,few clouds
445,Kendari,ID,-3.945,122.4989,74.95,92,99,2.91,overcast clouds
446,Kichmengskiy Gorodok,RU,59.9816,45.7854,31.77,89,100,6.06,overcast clouds
447,Fagundes,BR,-7.355,-35.775,86.4,58,40,17.27,scattered clouds
448,Henties Bay,NA,-22.116,14.2845,66.29,86,0,3.87,light rain
449,Lata,PT,40.1629,-8.3327,56.8,71,92,11.95,overcast clouds
450,Nyagan,RU,62.1406,65.3936,20.95,90,100,6.51,overcast clouds
451,Anchorage,US,61.2181,-149.9003,39.87,64,40,5.75,scattered clouds
452,Sarakhs,IR,36.5449,61.1577,46.54,76,15,2.3,few clouds
453,Gadsden,US,34.0143,-86.0066,73.02,56,75,17.27,broken clouds
454,Dongzhen,CN,22.3797,110.9389,62.74,85,100,3.11,overcast clouds
455,Nuuk,GL,64.1835,-51.7216,16.41,73,20,13.8,few clouds
456,Zeya,RU,53.75,127.2667,12.63,97,91,3.42,overcast clouds
457,Marondera,ZW,-18.1853,31.5519,58.62,86,63,4.05,broken clouds
458,Coihaique,CL,-45.5752,-72.0662,54.21,66,75,4.61,broken clouds
459,Lishan,CN,31.8576,113.2951,44.98,94,4,7.4,clear sky
460,Bereda,ES,43.2686,-7.5406,49.03,89,97,3.53,overcast clouds
461,Portoferraio,IT,42.8115,10.3146,57.16,43,0,5.75,clear sky
462,Qarqin,AF,37.4185,66.0436,47.3,62,7,13.0,clear sky
463,Piranshahr,IR,36.701,45.1413,36.82,92,99,2.55,overcast clouds
464,Puerto Escondido,MX,15.85,-97.0667,86.83,70,0,9.22,clear sky
465,Ondjiva,AO,-17.0667,15.7333,73.22,68,100,5.77,light rain
466,Kaduqli,SD,11.0167,29.7167,87.76,10,100,10.29,overcast clouds
467,Bac Lieu,VN,9.285,105.7244,81.5,78,99,4.81,overcast clouds
468,Gizo,SB,-8.103,156.8419,81.36,76,93,3.42,light rain
469,La Asuncion,VE,11.0333,-63.8628,80.24,70,6,20.2,clear sky
470,Colombo,LK,6.9319,79.8478,82.35,79,86,7.85,overcast clouds
471,Salinas,US,36.6777,-121.6555,70.81,81,0,6.91,mist
472,Nuevo Progreso,MX,23.1667,-97.95,74.53,24,1,8.01,clear sky
473,Buala,SB,-8.145,159.5921,78.31,83,90,1.97,light rain
474,Kargasok,RU,59.0556,80.8572,18.19,96,100,6.2,overcast clouds
475,Pecos,US,31.4229,-103.4932,58.03,21,0,17.27,clear sky
476,Cockburn Town,TC,21.4612,-71.1419,78.01,70,0,21.21,clear sky
477,Tricase,IT,39.9304,18.3553,57.13,62,0,4.61,clear sky
478,Qaqortoq,GL,60.7167,-46.0333,30.78,70,100,2.57,overcast clouds
479,Tianmen,CN,30.6516,113.1603,45.99,92,0,6.06,clear sky
480,Alice Springs,AU,-23.7,133.8833,72.95,32,40,6.91,scattered clouds
481,Concepcion Del Oro,MX,24.6333,-101.4167,65.89,10,0,13.76,clear sky
482,Yanam,IN,16.7333,82.2167,78.12,88,67,2.93,broken clouds
483,Flinders,AU,-34.5833,150.8552,67.17,83,100,4.0,overcast clouds
484,Shieli,KZ,44.1667,66.75,38.53,59,100,6.06,overcast clouds
485,Joacaba,BR,-27.1781,-51.5047,65.43,99,100,2.51,moderate rain
486,Jalu,LY,29.0331,21.5482,55.45,37,1,10.8,clear sky
487,Bira,RU,49.0,132.4667,17.46,98,100,1.72,overcast clouds
488,Makakilo City,US,21.3469,-158.0858,77.32,65,20,13.8,few clouds
489,Banjar,ID,-8.19,114.9675,78.21,92,98,2.62,overcast clouds
490,Lock Haven,US,41.137,-77.4469,47.91,57,100,11.03,overcast clouds
491,Ola,RU,59.5833,151.2833,2.66,90,62,6.8,broken clouds
492,Bozoum,CF,6.3193,16.3799,80.62,28,9,3.67,clear sky
493,Krasnoyarka,RU,55.3333,73.1167,24.75,90,100,14.99,overcast clouds
494,Okhotsk,RU,59.3833,143.3,7.99,96,98,2.66,overcast clouds
495,Bam,IR,29.106,58.357,72.19,17,5,8.28,clear sky
496,Igrim,RU,63.1906,64.4162,16.0,92,83,7.16,broken clouds
497,Ucluelet,CA,48.9329,-125.5528,48.51,90,62,5.99,broken clouds
498,Blacksburg,US,37.2296,-80.4139,59.43,94,100,11.5,light intensity drizzle
499,Myrtle Beach,US,33.6891,-78.8867,77.02,81,100,11.5,overcast clouds
500,Chirongui,YT,-12.9319,45.1483,84.13,77,59,12.39,broken clouds
501,Korla,CN,41.7597,86.1469,49.55,29,100,11.48,overcast clouds
502,Rawson,AR,-43.3002,-65.1023,67.84,28,4,14.2,clear sky
503,Mahon,ES,39.8885,4.2658,55.96,76,75,17.27,broken clouds
504,Morondava,MG,-20.2833,44.2833,80.92,74,8,1.68,clear sky
505,Sindor,RU,62.8629,51.8905,22.71,91,67,4.97,broken clouds
506,Fairview,US,40.8126,-73.999,48.22,41,0,10.36,clear sky
507,Dayong,CN,25.0209,118.2898,56.89,86,100,3.87,light rain
508,Griffith,US,41.5284,-87.4237,62.28,82,100,6.91,overcast clouds
509,Paamiut,GL,61.994,-49.6678,20.71,86,17,12.03,few clouds
510,Mogadishu,SO,2.0371,45.3438,80.47,81,16,14.23,few clouds
511,Zhezkazgan,KZ,47.8043,67.7144,16.99,88,17,10.18,few clouds
512,Abu Kamal,SY,34.4506,40.9171,51.75,73,18,6.26,few clouds
513,Teahupoo,PF,-17.8333,-149.2667,76.96,75,98,13.69,overcast clouds
514,Krasnoye,UA,49.9145,24.6134,49.98,46,0,4.81,clear sky
515,Itoman,JP,26.1247,127.6694,64.42,77,75,9.22,broken clouds
516,Egvekinot,RU,66.3167,-179.1667,5.43,70,90,4.54,overcast clouds
517,Horsham,GB,51.064,-0.3272,60.51,45,0,2.3,clear sky
518,Bafra,TR,41.5678,35.9069,38.7,86,99,5.46,overcast clouds
519,Namatanai,PG,-3.6667,152.4333,79.3,81,100,5.95,overcast clouds
520,Yar-Sale,RU,66.8333,70.8333,2.86,98,56,5.7,broken clouds
521,Malinao,PH,7.5917,124.6889,67.55,74,97,3.22,overcast clouds
522,Castelldefels,ES,41.2779,1.9703,55.69,69,40,13.8,scattered clouds
523,Hirtshals,DK,57.5881,9.9592,41.52,80,12,9.37,few clouds
524,Waingapu,ID,-9.6567,120.2641,77.79,84,100,4.03,light rain
525,Sorland,NO,67.667,12.6934,42.66,93,100,15.93,light rain
526,Fushe-Arrez,AL,42.0622,20.0167,42.96,62,0,8.86,clear sky
527,Caraballeda,VE,10.6112,-66.8522,92.86,41,20,5.75,few clouds
528,Aguada De Pasajeros,CU,22.385,-80.8508,91.38,37,20,11.32,few clouds
529,Marzuq,YE,14.4,46.4667,71.92,59,9,5.5,clear sky
530,Smidovich,RU,48.6,133.8167,22.15,99,100,2.89,overcast clouds
531,Noyabrsk,RU,63.1994,75.4507,11.66,95,100,9.82,overcast clouds
532,Plettenberg Bay,ZA,-34.0527,23.3716,67.6,90,97,3.58,overcast clouds
533,Kirakira,SB,-10.4544,161.9205,79.18,81,100,1.05,overcast clouds
534,Champerico,GT,14.3,-91.9167,93.74,56,7,13.31,clear sky
535,Camana,PE,-16.6228,-72.7111,73.44,73,82,9.57,broken clouds
536,Japura,ID,-0.3167,102.35,75.72,96,31,1.83,scattered clouds
537,Kabinda,CD,-6.1333,24.4833,69.26,82,85,3.58,overcast clouds
538,Acari,PE,-15.4311,-74.6158,81.01,55,77,11.45,broken clouds
539,Sechura,PE,-5.5569,-80.8222,86.25,48,73,14.54,broken clouds
540,Kalemie,CD,-5.9475,29.1947,71.11,83,40,0.98,scattered clouds
541,Iskateley,RU,67.6803,53.1512,17.24,87,98,15.23,overcast clouds
542,Svecha,RU,58.2785,47.5164,33.55,84,100,6.49,overcast clouds
543,Fuyang,CN,32.9,115.8167,43.03,92,0,5.93,clear sky
544,Honiara,SB,-9.4333,159.95,77.27,87,88,1.01,overcast clouds
545,Hefei,CN,31.8639,117.2808,44.62,93,0,4.47,clear sky
546,Anupgarh,IN,29.1911,73.2086,77.07,31,0,3.15,clear sky
547,Nishihara,JP,26.1842,127.7558,63.68,81,100,9.22,overcast clouds
548,Verkhnevilyuysk,RU,63.4453,120.3167,9.52,97,100,2.48,overcast clouds
549,Progreso,MX,21.2833,-89.6667,94.1,75,93,11.12,overcast clouds
550,Kenai,US,60.5544,-151.2583,31.08,63,100,11.5,overcast clouds
551,Coquimbo,CL,-29.9533,-71.3436,67.12,67,0,12.06,clear sky
552,Uyuni,BO,-20.4597,-66.825,64.13,21,20,20.47,few clouds
553,Canchungo,GW,12.0672,-16.0333,77.34,55,94,10.92,overcast clouds
554,Lipin Bor,RU,60.2622,37.9763,22.73,98,68,3.44,broken clouds
555,Sioux Lookout,CA,50.1001,-91.917,33.87,86,100,4.61,mist
556,Ulaangom,MN,49.9811,92.0667,3.45,57,32,8.16,scattered clouds
557,Biloela,AU,-24.4167,150.5,64.98,91,66,2.91,broken clouds
558,Galle,LK,6.0367,80.217,80.47,79,88,6.73,overcast clouds
559,Antofagasta,CL,-23.65,-70.4,69.22,59,7,11.07,clear sky
560,Domanivka,UA,47.6319,30.9885,47.41,43,0,3.09,clear sky
561,Mahanje,TZ,-9.9333,35.3333,64.06,97,94,2.53,moderate rain
562,Herat,AF,34.5,62.0,40.55,73,0,12.95,clear sky
563,Chegdomyn,RU,51.1167,133.0167,8.89,97,100,1.36,overcast clouds
564,Sokol,RU,59.4617,40.1206,28.81,96,100,3.98,overcast clouds
565,Safaga,EG,26.7292,33.9365,62.78,26,0,9.93,clear sky
566,Chicama,PE,-7.8447,-79.1469,70.34,57,39,11.32,scattered clouds
567,Da Nang,VN,16.0678,108.2208,78.78,89,75,3.44,broken clouds
568,Banda Aceh,ID,5.5577,95.3222,79.39,81,90,5.06,overcast clouds
569,Salaga,GH,8.5508,-0.5188,97.27,28,100,2.08,overcast clouds
570,Faanui,PF,-16.4833,-151.75,80.49,74,96,11.99,overcast clouds
571,Tocopilla,CL,-22.092,-70.1979,71.92,66,19,13.11,few clouds
572,Valleyview,CA,55.0667,-117.2859,48.24,57,58,10.36,broken clouds
573,Ixtapa,MX,20.7,-105.2,74.43,46,0,8.05,clear sky
574,Kuzino,RU,57.0224,59.4412,30.81,89,100,15.59,overcast clouds
575,Takaka,NZ,-40.85,172.8,63.55,92,100,3.6,moderate rain
576,Bukavu,CD,-2.5083,28.8608,61.02,96,36,0.36,light rain
577,Rio Grande,BR,-32.035,-52.0986,84.31,78,100,17.02,light rain
578,Khirkiya,IN,22.1674,76.8605,85.48,15,12,5.93,few clouds
579,Bialong,PH,6.9806,124.8889,74.48,92,61,0.87,broken clouds
580,Bogalusa,US,30.791,-89.8487,67.82,45,0,11.5,clear sky
581,Winnemucca,US,40.973,-117.7357,57.25,47,0,4.61,clear sky
582,Cairns,AU,-16.9167,145.7667,72.07,94,75,11.5,broken clouds
583,San Juan,AR,-31.5375,-68.5364,94.48,12,0,10.67,clear sky
584,Tiarei,PF,-17.5333,-149.3333,82.42,75,88,13.06,overcast clouds
585,Mahibadhoo,MV,3.7833,72.9667,82.83,67,2,12.06,clear sky
586,Port-Cartier,CA,50.0334,-66.8654,37.62,92,31,5.97,scattered clouds
587,Musoma,TZ,-1.5,33.8,73.35,72,100,2.53,overcast clouds
588,The Valley,AI,18.217,-63.0578,84.34,58,40,16.11,scattered clouds
589,Belaya Kholunitsa,RU,58.84,50.8528,32.99,83,100,9.08,overcast clouds
590,Imbituba,BR,-28.24,-48.6703,73.81,72,100,17.27,overcast clouds
591,Petrykiv,UA,49.5332,25.5809,49.89,48,0,5.41,clear sky
592,Sobolevo,RU,54.4299,31.8996,30.67,99,99,4.88,overcast clouds
593,Makokou,GA,0.5738,12.8642,77.94,58,11,1.25,few clouds
594,San Vicente,AR,-26.6167,-54.1333,64.81,99,100,2.84,light rain
595,Asyut,EG,27.181,31.1837,57.38,23,0,8.41,clear sky
596,Ust-Kuyga,RU,70.0167,135.6,-1.39,100,100,2.89,overcast clouds
597,Shambu,ET,9.5667,37.1,60.39,45,68,2.21,broken clouds
598,Havoysund,NO,70.9963,24.6622,28.63,84,100,20.78,light snow
599,Marquette,US,46.5333,-87.6335,31.82,94,100,8.77,snow
600,Kovdor,RU,67.5662,30.4758,35.01,89,100,14.5,overcast clouds
601,Luganville,VU,-15.5333,167.1667,77.67,89,100,7.78,overcast clouds
602,Shilka,RU,51.85,116.0333,12.92,91,60,2.68,broken clouds
603,Tarko-Sale,RU,64.9225,77.785,2.48,97,25,10.74,scattered clouds
604,Olinda,BR,-8.0089,-34.8553,83.93,74,75,10.36,broken clouds
605,Aguia Branca,BR,-18.9831,-40.7403,73.44,85,100,8.1,overcast clouds
606,Bubaque,GW,11.2833,-15.8333,75.45,71,58,14.41,broken clouds
607,Estepona,ES,36.4276,-5.1459,60.62,95,100,12.39,overcast clouds
608,Sulangan,PH,11.1373,123.7228,80.89,81,0,13.65,clear sky
609,Kalga,RU,50.9251,118.898,17.65,90,29,1.14,scattered clouds
610,Portland,US,45.5234,-122.6762,58.69,89,100,5.99,mist
611,Jabinyanah,TN,35.035,10.9081,57.0,56,61,8.88,broken clouds
612,Sao Raimundo Nonato,BR,-9.0153,-42.6994,90.19,40,49,6.04,light rain
613,Barcelos,PT,41.5388,-8.6151,61.84,70,86,2.68,overcast clouds
614,Abu Dhabi,AE,24.4667,54.3667,80.71,52,0,0.0,clear sky
615,Gushikawa,JP,26.3544,127.8686,63.63,88,100,6.91,overcast clouds
616,Calvinia,ZA,-31.4707,19.776,66.61,68,88,9.66,overcast clouds
617,Igarka,RU,67.4667,86.5833,0.52,98,99,6.64,overcast clouds
618,Kattivakkam,IN,13.2167,80.3167,84.29,87,75,7.43,broken clouds
619,Puerto Suarez,BO,-18.95,-57.8,98.96,36,75,11.5,broken clouds
620,Nome,US,64.5011,-165.4064,12.16,48,0,10.36,clear sky
621,Vilhena,BR,-12.7406,-60.1458,86.22,58,40,6.91,scattered clouds
622,Sola,VU,-13.8833,167.55,74.07,100,75,0.0,broken clouds
623,Bayan,CN,46.0833,127.4,27.41,88,98,1.68,overcast clouds
624,Le Passage,FR,44.2014,0.6028,55.54,50,0,10.36,clear sky
625,Cam Ranh,VN,11.9214,109.1591,78.76,94,20,2.3,few clouds
626,Rafai,CF,4.95,23.9167,74.7,67,47,2.59,light rain
627,Anloga,GH,5.7947,0.8973,83.53,80,100,14.58,overcast clouds
628,Teguldet,RU,57.3064,88.1667,20.91,93,100,9.53,light snow
629,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,18.19,86,100,4.47,light shower snow
630,Isahaya,JP,32.8411,130.0431,43.36,93,0,4.27,clear sky
631,Port Augusta,AU,-32.5,137.7667,61.9,62,12,7.38,few clouds
632,Rucheng,CN,32.3883,120.5553,45.97,89,0,6.93,clear sky
633,Paoua,CF,7.2427,16.4406,83.32,20,100,2.53,overcast clouds
634,Northam,GB,51.0333,-4.2167,54.39,82,9,6.4,clear sky
635,Krasnyy Chikoy,RU,50.3643,108.7512,18.86,94,100,2.51,light snow
636,Muswellbrook,AU,-32.2667,150.9,64.33,96,100,8.57,light rain
637,Sungaipenuh,ID,-2.0833,101.3833,62.91,76,14,3.31,few clouds
638,Tougue,GN,11.4667,-11.6,83.39,40,90,2.28,light rain
639,Viedma,AR,-40.8135,-62.9967,68.99,32,100,11.27,overcast clouds
640,Malanville,BJ,11.8685,3.3899,94.66,17,44,2.86,scattered clouds
641,Nanakuli,US,21.3906,-158.1547,78.75,61,20,8.05,few clouds
642,Karratha,AU,-20.7377,116.8463,87.69,61,99,15.08,overcast clouds
643,Kantabanji,IN,20.4833,82.9167,80.87,17,10,4.09,clear sky
644,Lerwick,GB,60.1545,-1.1494,46.4,84,70,10.56,broken clouds
645,Masakin,TN,35.7292,10.5808,59.2,58,40,6.91,scattered clouds
646,Toropets,RU,56.4978,31.6353,29.7,97,26,1.36,scattered clouds
647,Kimbe,PG,-5.5502,150.1429,75.52,89,100,2.35,overcast clouds
648,Kishtwar,IN,33.3167,75.7667,52.57,59,98,5.37,overcast clouds
649,Cangzhou,CN,38.3167,116.8667,48.47,73,0,8.01,clear sky
650,Broken Hill,AU,-31.95,141.4333,56.91,58,46,5.75,scattered clouds
651,Letterkenny,IE,54.95,-7.7333,58.93,74,100,2.77,overcast clouds
652,Jacobina,BR,-11.1806,-40.5183,81.28,59,98,7.85,overcast clouds
653,Bonthe,SL,7.5264,-12.505,79.81,81,64,9.62,broken clouds
654,Waw,SS,7.7029,27.9953,90.36,31,41,6.11,scattered clouds
655,Songjianghe,CN,42.1859,127.479,26.26,96,100,4.94,light snow
656,Soligalich,RU,59.0778,42.2864,26.28,99,96,2.68,overcast clouds
657,Chaman,PK,30.9236,66.4512,65.66,24,0,3.67,clear sky
658,Ponta Delgada,PT,37.7333,-25.6667,61.52,63,75,5.75,broken clouds
659,Worthington,US,40.0931,-83.018,63.86,92,100,6.91,light rain
660,Rudnogorsk,RU,57.2639,103.7519,10.78,98,98,3.85,overcast clouds
661,Chemax,MX,20.65,-87.9333,95.18,24,0,9.86,clear sky
662,Raudeberg,NO,61.9875,5.1352,48.87,55,100,21.36,overcast clouds
663,Kharan,PK,28.5833,65.4167,76.59,11,0,6.49,clear sky
664,Quanzhou,CN,24.9139,118.5858,56.75,79,100,9.08,light rain
665,Birjand,IR,32.8663,59.2211,57.67,28,0,6.91,clear sky
666,Muhos,FI,64.808,25.9931,37.18,89,29,10.47,scattered clouds
667,Pichayevo,RU,53.2363,42.2032,31.35,92,100,4.92,overcast clouds
668,Navan,IE,53.6528,-6.6814,57.83,87,15,3.91,few clouds
669,Vila,PT,42.0304,-8.1588,52.68,76,73,5.99,broken clouds
670,Vostok,RU,46.4856,135.8833,13.48,95,20,4.5,few clouds
671,Strzelin,PL,50.7816,17.0648,53.55,46,0,3.53,clear sky
672,Timra,SE,62.487,17.3257,44.28,53,0,0.0,clear sky
673,Great Bend,US,38.3645,-98.7648,37.53,60,100,21.85,overcast clouds
674,Kaifeng,CN,34.7911,114.3483,46.63,88,0,12.41,clear sky
675,Zolotyy Potik,UA,48.9095,25.3393,49.21,47,0,4.43,clear sky
676,Calabozo,VE,8.9242,-67.4293,98.22,21,8,7.85,clear sky
677,Carballo,ES,43.213,-8.691,58.69,85,35,2.51,scattered clouds
678,Pemba,MZ,-12.974,40.5178,80.42,79,0,6.31,light rain
679,Half Moon Bay,US,37.4636,-122.4286,72.63,78,100,12.66,mist
680,Sinnamary,GF,5.3833,-52.95,76.37,91,100,8.88,overcast clouds
681,Merauke,ID,-8.4667,140.3333,76.98,89,97,5.21,overcast clouds
682,Kuandian,CN,40.7286,124.7847,34.68,89,96,2.1,overcast clouds
683,Zhigansk,RU,66.7697,123.3711,9.57,96,100,7.78,light snow
684,Vinkovci,HR,45.2883,18.8047,53.55,26,0,5.75,clear sky
685,Synya,RU,65.3718,58.0387,18.28,90,100,11.48,overcast clouds
686,Izazi,TZ,-7.2,35.7333,71.56,82,100,4.05,overcast clouds
687,Goure,NE,13.9835,10.2704,86.02,13,1,8.86,clear sky
688,Roebourne,AU,-20.7833,117.1333,89.02,52,100,11.54,overcast clouds
689,Lucea,JM,18.451,-78.1736,84.06,61,0,7.92,clear sky
690,Noumea,NC,-22.2763,166.4572,79.0,99,98,6.96,overcast clouds
691,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,63,62,7.0,broken clouds
692,Karanganyar,ID,-6.7072,111.0834,76.82,88,100,2.42,overcast clouds
693,Qasigiannguit,GL,68.8193,-51.1922,3.45,94,11,3.6,few clouds
694,Deputatskiy,RU,69.3,139.9,-4.47,99,100,2.39,overcast clouds
695,San Andres,CO,12.5847,-81.7006,87.82,62,40,14.97,scattered clouds
696,Kondinskoye,RU,59.6481,67.41,21.09,93,98,8.97,overcast clouds
697,Saint Anthony,US,45.0205,-93.218,36.25,89,100,20.71,overcast clouds
698,Pali,IN,25.7667,73.3333,79.9,28,5,9.37,clear sky
699,Bouna,CI,9.2667,-3.0,92.82,29,99,1.86,overcast clouds
700,Westport,US,41.1415,-73.3579,48.45,48,0,9.22,clear sky
701,Gama,ES,42.748,-4.2068,45.59,70,100,5.39,overcast clouds
